Brand,Year,Configuration,Strings,Made in,Type,Body Shape,Body Material,Neck Profile,Neck Joint,Fretboard Material,Neck Material,Expensive Wood,Bridge Type,Bridge,Scale Size,Shape,Frets,Fretboard Radius,Stainless Steel Frets,Nut,Nut Width,Switch,Knobs,Volume Controls,Tone Controls,Bridge Pickup,Neck Pickup,Middle Pickup,Top Pickup Brand,Locking Tuners,Tremolo,Stays in Tune (Evertune),Luminescent Inlay,Compound Radius Fretboard,Price,Number of Frets,Pickups Power
ESP E-II,2014.0,HH,6.0,Japan,Solid Body,V,Alder,U,Neck-Through,Ebony,Maple,True,Fixed,Gotoh TOM & String-Thru,"25.5""",Thin U,XL Jumbo,"12""",False,Bone,42mm (1.654''),3 Way,Dome,1.0,0.0,EMG 81 (Humbucker / Active),EMG 85 (Humbucker / Active),,True,True,False,False,False,False,1944.85,24,Active-Active
ESP LTD,2021.0,HH,6.0,Indonesia,Solid Body,V,Mahogany,U,Neck-Through,Ebony,Maple,True,Floyd Rose,Floyd Rose 1000SE,"25.5""",Thin U,XL Jumbo,"13.78""",True,Locking,42mm (1.654''),3 Way,Dome,1.0,0.0,EMG 81 (Humbucker / Active),EMG 85 (Humbucker / Active),,True,False,True,False,False,False,1116.536,24,Active-Active
ESP LTD,2022.0,HH,6.0,Indonesia,Solid Body,V,Mahogany,U,Neck-Through,Ebony,Maple,True,Evertune,Evertune (F model),"25.5""",Extra Thin U,XL Jumbo,"12"" to 16""",True,Plastic,42mm (1.654''),3 Way,Dome,1.0,0.0,Fishman Fluence Modern Ceramic (Humbucker / Active),Fishman Fluence Modern Alnico (Humbucker / Active),,True,False,False,True,False,True,1453.8266666666666,24,Active-Active
Ibanez,2020.0,HH,6.0,Japan,Solid Body,Super Strat,Ash,C,Bolt-On,Maple,Maple,True,Tremolo,Gotoh T1802 Tremolo,"25.5""",AZ Oval C,Jumbo,"12""",True,Bone,42mm (1.654''),5 Way,Speed,1.0,1.0,Seymour Duncan Hyperion (Humbucker / Passive),Seymour Duncan Hyperion (Humbucker / Passive),,True,True,True,False,True,False,1613.5725,22,Passive-Passive
Ibanez,2018.0,HSS,6.0,Japan,Solid Body,Super Strat,Alder,C,Bolt-On,Maple,Maple,False,Tremolo,Gotoh T1802 Tremolo,"25.5""",AZ Oval C,Jumbo,"12""",True,Bone,42mm (1.654''),5 Way,Bell,1.0,1.0,Seymour Duncan Hyperion (Humbucker / Passive),Seymour Duncan Hyperion (Humbucker / Passive),Seymour Duncan Hyperion (Humbucker / Passive),True,True,True,False,True,False,1742.1600000000003,22,Passive-Passive-Passive
Ibanez,2020.0,HSS,6.0,Japan,Solid Body,Super Strat,Alder,C,Bolt-On,Maple,Maple,False,Tremolo,Gotoh T1802 Tremolo,"25.5""",AZ Oval C,Jumbo,"12""",True,Bone,42mm (1.654''),5 Way,Bell,1.0,1.0,Seymour Duncan Hyperion (Humbucker / Passive),Seymour Duncan Hyperion (Humbucker / Passive),Seymour Duncan Hyperion (Humbucker / Passive),True,True,True,False,True,False,1843.242,22,Passive-Passive-Passive
Ibanez,2018.0,HH,6.0,Japan,Solid Body,Super Strat,Alder,C,Bolt-On,Maple,Maple,False,Tremolo,Gotoh T1802 Tremolo,"25.5""",AZ Oval C,Jumbo,"12""",True,Bone,42mm (1.654''),5 Way,Speed,1.0,1.0,Seymour Duncan Hyperion (Humbucker / Passive),Seymour Duncan Hyperion (Humbucker / Passive),,True,True,True,False,True,False,1728.864,24,Passive-Passive
Ibanez,2021.0,HH,7.0,Japan,Solid Body,Super Strat,Alder,C,Bolt-On,Maple,Maple,False,Tremolo,Gotoh T1872S,"25.5""",AZ7 Oval C,Jumbo,"12""",True,Black Tusq XL,47mm (1.85''),5 Way,Speed,1.0,1.0,Seymour Duncan Hyperion 7 (Humbucker / Passive),Seymour Duncan Hyperion 7 (Humbucker / Passive),,True,True,True,False,True,False,1838.6175,24,Passive-Passive
Ibanez,2020.0,HH,6.0,Japan,Solid Body,Super Strat,Alder,C,Bolt-On,Maple,Maple,False,Tremolo,Gotoh T1802 Tremolo,"25.5""",AZ Oval C,Jumbo,"12""",True,Bone,42mm (1.654''),5 Way,Speed,1.0,1.0,Seymour Duncan Hyperion (Humbucker / Passive),Seymour Duncan Hyperion (Humbucker / Passive),,True,True,True,False,True,False,2139.432,24,Passive-Passive
Ibanez,2021.0,HSS,7.0,Japan,Solid Body,Super Strat,Alder,C,Bolt-On,Maple,Maple,False,Tremolo,Gotoh T1872S,"25.5""",AZ7 Oval C,Jumbo,"12""",True,Black Tusq XL,47mm (1.85''),5 Way,Bell,1.0,1.0,Seymour Duncan Hyperion 7 (Humbucker / Passive),Seymour Duncan Hyperion 7 (Humbucker / Passive),Seymour Duncan Hyperion 7 (Humbucker / Passive),True,True,True,False,True,False,1939.79,24,Passive-Passive-Passive
Ibanez,2022.0,HH,6.0,Indonesia,Solid Body,Super Strat,Basswood,C,Bolt-On,Rosewood,Maple,True,Tremolo,Gotoh T1502,"25.5""",AZ Oval C,Jumbo,"12""",True,Ivory Tusq,42mm (1.654''),5 Way,Speed,1.0,1.0,Seymour Duncan Hyperion (Humbucker / Passive),Seymour Duncan Hyperion (Humbucker / Passive),,True,True,True,False,True,False,1207.2279999999998,24,Passive-Passive
Ibanez,2021.0,SH,6.0,Japan,Solid Body,Telecaster,Alder,C,Bolt-On,Maple,Maple,False,Tremolo,Gotoh T1802 Tremolo,"25.5""",AZ Oval C,Jumbo,"12""",True,Bone,42mm (1.654''),3 Way,Dome,1.0,1.0,Seymour Duncan Alnico II Pro Custom (Single Coil / Passive),Seymour Duncan Magic Touch-mini (Humbucker / Passive),,True,True,True,False,True,False,2196.54,22,Passive-Passive
Ibanez,2021.0,SH,6.0,Japan,Solid Body,Telecaster,Alder,C,Bolt-On,Maple,Maple,False,Tremolo,Gotoh T1802 Tremolo,"25.5""",AZ Oval C,Jumbo,"12""",True,Bone,42mm (1.654''),3 Way,Dome,1.0,1.0,Seymour Duncan Alnico II Pro Custom (Single Coil / Passive),Seymour Duncan Magic Touch-mini (Humbucker / Passive),,True,True,True,False,True,False,2218.832,22,Passive-Passive
Schecter,2020.0,HH,6.0,Indonesia,Solid Body,Explorer,Mahogany,C,Set,Ebony,Maple,True,Floyd Rose,Floyd Rose 1500 Series,"25.5""",Ultra Thin C,XL Jumbo,"14""",True,Locking,41.3mm (1.625''),3 Way,Speed,2.0,0.0,Fishman Fluence Modern Ceramic (Humbucker / Active),Fishman Fluence Modern Alnico (Humbucker / Active),,True,True,True,False,True,False,1386.75,24,Active-Active
Schecter,2017.0,HH,6.0,South Korea,Solid Body,Super Strat,Ash,C,Set,Ebony,Maple,True,Floyd Rose,Floyd Rose 1500 Series,"25.5""",Thin C,XL Jumbo,"12"" to 16""",True,Locking,41.3mm (1.625''),3 Way,Dome,2.0,1.0,Schecter USA Apocalypse-VI (Humbucker / Passive),Schecter USA Apocalypse-VI (Humbucker / Passive),,True,False,True,False,True,True,1239.795,24,Passive-Passive
Schecter,2020.0,HH,7.0,South Korea,Solid Body,Super Strat,Mahogany,C,Set,Ebony,Mahogany,True,Floyd Rose,Floyd Rose 1500 Series,"26.5""",Thin C,XL Jumbo,"16""",True,Locking,47.6mm (1.875''),3 Way,Dome,1.0,2.0,Schecter USA Sonic Seducer (Humbucker / Passive),Sustainiac (Humbucker / Passive),,True,False,True,False,True,False,1410.486,24,Passive-Passive
Schecter,2018.0,HH,7.0,South Korea,Solid Body,Super Strat,Ash,C,Neck-Through,Ebony,Maple,True,Fixed,Hipshot Hardtail (.125) w/ String Thru Body,"26.5""",Ultra Thin C,XL Jumbo,"12"" to 16""",True,Compensated,48mm (1.89''),3 Way,Dome,1.0,1.0,Fishman Fluence Modern Ceramic (Humbucker / Active),Fishman Fluence Modern Alnico (Humbucker / Active),,True,True,False,False,False,True,1271.156,24,Active-Active
Schecter,2018.0,HH,7.0,South Korea,Solid Body,Super Strat,Ash,C,Neck-Through,Ebony,Maple,True,Fixed,Hipshot Hardtail (.125) w/ String Thru Body,"26.5""",Ultra Thin C,XL Jumbo,"12"" to 16""",True,Compensated,48mm (1.89''),3 Way,Dome,1.0,1.0,Fishman Fluence Modern Ceramic (Humbucker / Active),Fishman Fluence Modern Alnico (Humbucker / Active),,True,True,False,False,True,True,1322.958,24,Active-Active
Jackson,2022.0,HS,6.0,South Korea,Solid Body,Super Strat,Mahogany,D,Neck-Through,Ebony,Maple,True,Floyd Rose,Floyd Rose Original Double-Locking Tremolo,"25.5""",Jackson Standard,Jumbo,"12"" to 16""",False,Locking,42.9mm (1.688''),3 Way,Dome,1.0,1.0,Seymour Duncan Full Shred SH-10B (Humbucker / Passive),Seymour Duncan Custom Flat Strat SSL-6 (Single Coil / Passive),,True,False,True,False,True,True,1780.6525,24,Passive-Passive
ESP LTD,2021.0,H,6.0,Indonesia,Solid Body,Super Strat,Mahogany,U,Neck-Through,Ebony,Maple,True,Floyd Rose,Floyd Rose 1000,"25.5""",Extra Thin U,XL Jumbo,"13.78""",True,Locking,42mm (1.654''),0 Way,Dome,1.0,0.0,EMG 81 (Humbucker / Active),,,True,False,True,False,True,False,849.0450000000001,24,Active
Solar,2020.0,HH,7.0,Indonesia,Solid Body,Single Cut,Mahogany,C,Neck-Through,Ebony,Maple,True,Evertune,Evertune F-Type,"25.5""",Solar C Shape,XL Jumbo,"15.748""",True,Graphite,48mm (1.89''),3 Way,Dome,2.0,1.0,Duncan Solar/Bridge (Humbucker / Passive),Duncan Solar (Humbucker / Passive),,True,True,False,True,True,False,1213.8,24,Passive-Passive
ESP E-II,2014.0,HH,7.0,Japan,Solid Body,Super Strat,Alder,U,Neck-Through,Ebony,Maple,True,Fixed,Hipshot w/ String Thru,"27""",Thin U,XL Jumbo,"12""",False,Bone,48mm (1.89''),3 Way,Dome,1.0,1.0,Fishman Fluence Modern Ceramic (Humbucker / Active),Fishman Fluence Modern Alnico (Humbucker / Active),,True,True,False,False,False,False,1970.7033333333336,24,Active-Active
ESP E-II,2016.0,HH,6.0,Japan,Solid Body,Super Strat,Alder,U,Neck-Through,Ebony,Maple,True,Fixed,Gotoh T.O.M. w/ String Thru,"25.5""",Extra Thin U,XL Jumbo,"12""",False,Bone,42mm (1.654''),3 Way,Dome,1.0,0.0,EMG 81 (Humbucker / Active),EMG 60 (Humbucker / Active),,True,True,False,False,True,False,2176.11,24,Active-Active
ESP E-II,2016.0,HH,6.0,Japan,Solid Body,Super Strat,Mahogany,U,Neck-Through,Ebony,Maple,True,Fixed,Gotoh T.O.M. w/ String Thru,"25.5""",Thin U,XL Jumbo,"12""",False,Bone,42mm (1.654''),3 Way,Dome,1.0,0.0,EMG 81 (Humbucker / Active),EMG 60 (Humbucker / Active),,True,True,False,False,True,False,1899.0,24,Active-Active
ESP E-II,2021.0,HH,7.0,Japan,Solid Body,Super Strat,Alder,U,Neck-Through,Ebony,Maple,True,Evertune,Evertune (F model),"27""",Thin U,XL Jumbo,"12""",False,Bone,48mm (1.89''),3 Way,Dome,1.0,1.0,Fishman Fluence Modern Ceramic (Humbucker / Active),Fishman Fluence Modern Alnico (Humbucker / Active),,True,True,False,True,False,False,2622.4039999999995,24,Active-Active
Ibanez,2019.0,HSS,6.0,Indonesia,Solid Body,Super Strat,Basswood,C,Bolt-On,Maple,Maple,False,Tremolo,Gotoh T1502 tremolo,"25.5""",AZ Oval C,Jumbo,"12""",True,Ivory Tusq,42mm (1.654''),5 Way,Bell,1.0,1.0,Seymour Duncan Hyperion (Humbucker / Passive),Seymour Duncan Hyperion (Humbucker / Passive),Seymour Duncan Hyperion (Humbucker / Passive),True,True,True,False,True,False,1358.38,24,Passive-Passive-Passive
ESP LTD,2022.0,HH,6.0,Indonesia,Solid Body,Super Strat,Mahogany,U,Set,Ebony,Maple,True,Floyd Rose,Floyd Rose 1000SE,"25.5""",Extra Thin U,XL Jumbo,"12"" to 16""",True,Locking,42mm (1.654''),3 Way,Dome,1.0,1.0,Fishman Fluence Modern Ceramic (Humbucker / Active),Fishman Fluence Modern Alnico (Humbucker / Active),,True,False,True,False,False,True,1067.222,24,Active-Active
Schecter,2020.0,HH,6.0,Indonesia,Solid Body,Super Strat,Ash,C,Neck-Through,Maple,Maple,True,Floyd Rose,Floyd Rose 1500 Series,"25.5""",Thin C,XL Jumbo,"14""",True,Locking,41.3mm (1.625''),5 Way,Dome,1.0,0.0,Seymour Duncan Pegasus (Humbucker / Passive),Seymour Duncan Sentient (Humbucker / Passive),,True,False,True,False,True,False,1303.746666666667,24,Passive-Passive
Charvel,2021.0,HSH,6.0,Japan,Solid Body,Super Strat,Mahogany,C,Bolt-On,Ebony,Wenge,True,Tremolo,Gotoh Custom 510 Tremolo,"25.5""",Charvel Speed,Jumbo,"12"" to 16""",False,Ivory Tusq,42.9mm (1.688''),5 Way,Dome,1.0,1.0,Seymour Duncan Full Shred SH-10B (Humbucker / Passive),Seymour Duncan APH-1N (Humbucker / Passive),Seymour Duncan Custom Flat Strat SSL-6 (Single Coil / Passive),True,True,True,False,False,True,2100.56,24,Passive-Passive-Passive
Jackson,2021.0,HH,6.0,Indonesia,Solid Body,Super Strat,Basswood,D,Bolt-On,Ebony,Maple,True,Evertune,EverTune F6 Model,"25.5""",Speed,Jumbo,"12"" to 16""",False,Black Tusq XL,42.9mm (1.688''),5 Way,Dome,1.0,1.0,Fishman Fluence Open Core PRF-COC (Humbucker / Active),Fishman Fluence Open Core PRF-COC (Humbucker / Active),,True,True,False,True,True,True,1608.3266666666666,24,Active-Active
Ibanez,2019.0,HH,8.0,Japan,Solid Body,Super Strat,Ash,Wizard,Bolt-On,Ebony,Maple,True,Fixed,Gibraltar Standard II-8,"27""",Wizard-8,Jumbo,"17""",True,Black Tusq XL,55mm (2.165''),3 Way,Dome,1.0,1.0,DiMarzio Fusion Edge 8 (Humbucker / Passive),DiMarzio Fusion Edge 8 (Humbucker / Passive),,True,True,False,False,True,False,1772.458,24,Passive-Passive
Ibanez,2022.0,HH,6.0,Indonesia,Solid Body,Super Strat,Basswood,Wizard,Neck-Through,Ebony,Maple,True,Fixed,Mono-rail,"25.5""",Wizard III,Jumbo,"15.748""",True,Plastic,43mm (1.693''),5 Way,Dome,1.0,1.0,DiMarzio The Tone Zone (Humbucker / Passive),DiMarzio Air Norton (Humbucker / Passive),,True,True,False,False,True,False,1287.328,24,Passive-Passive
ESP E-II,2021.0,HH,6.0,Japan,Solid Body,Super Strat,Alder,U,Bolt-On,Ebony,Maple,True,Floyd Rose,Floyd Rose Original SE,"25.5""",Thin U,XL Jumbo,"12""",False,Locking,42mm (1.654''),3 Way,Dome,1.0,1.0,Bare Knuckle Aftermath (Humbucker / Passive),Bare Knuckle Aftermath (Humbucker / Passive),,True,True,True,False,False,False,2374.1,24,Passive-Passive
ESP,2017.0,HSS,6.0,Japan,Solid Body,Super Strat,Ash,V,Bolt-On,Maple,Maple,True,Tremolo,ESP Flicker-III,"25.5""",U to V,Jumbo,"9.5"" to 12""",False,Bone,42mm (1.654''),5 Way,Bell,1.0,1.0,ESP Custom Lap CL-P-H-2+ (Humbucker / Passive),ESP Custom Lap CL-P-S-2 (Single Coil / Passive),ESP Custom Lap CL-P-S-2 (Single Coil / Passive),True,True,True,False,False,True,1835.2766666666664,22,Passive-Passive-Passive
ESP,2020.0,HSS,6.0,Japan,Solid Body,Super Strat,Ash,U,Bolt-On,Maple,Maple,True,Tremolo,ESP Flicker-III,"25.5""",Thin U,XL Jumbo,"9.5"" to 12""",False,Bone,42mm (1.654''),5 Way,Dome,1.0,1.0,Seymour Duncan 59/Custom Hybrid (Humbucker / Passive),Seymour Duncan Vintage Hot Stack Plus (Single Coil / Passive),Seymour Duncan Vintage Hot Stack Plus (Single Coil / Passive),True,True,True,False,False,True,2711.043333333333,22,Passive-Passive-Passive
Schecter,2021.0,HH,6.0,South Korea,Solid Body,Super Strat,Limba,C,Bolt-On,Ebony,Wenge,True,Floyd Rose,Floyd Rose 1500 Series,"25.5""",Thin C,XL Jumbo,"12"" to 16""",True,Locking,41.3mm (1.625''),5 Way,Dome,1.0,1.0,Schecter USA Sunset Strip (Humbucker / Passive),Schecter USA Pasadena (Humbucker / Passive),,True,False,True,False,True,True,1140.356,24,Passive-Passive
Schecter,2019.0,HH,6.0,South Korea,Solid Body,V,Ash,C,Set,Ebony,Maple,True,Floyd Rose,Floyd Rose 1500 Series,"25.5""",Thin C,XL Jumbo,"12"" to 16""",True,Locking,41.3mm (1.625''),3 Way,Dome,1.0,1.0,Schecter USA Apocalypse-VI (Humbucker / Passive),Schecter USA Apocalypse-VI (Humbucker / Passive),,True,False,True,False,True,True,1308.725,24,Passive-Passive
Solar,2020.0,HH,6.0,Indonesia,Solid Body,Super Strat,Alder,C,Bolt-On,Maple,Maple,False,Floyd Rose,"Floyd Rose 1000, with 34 mm Block","25.5""",Solar C Shape,XL Jumbo,"13.78""",True,Locking,43mm (1.693''),3 Way,Dome,1.0,1.0,Duncan Solar/Bridge (Humbucker / Passive),Duncan Solar Dual Rail (Humbucker / Passive),,True,True,True,False,True,False,841.5,24,Passive-Passive
Solar,2020.0,HH,6.0,Indonesia,Solid Body,Super Strat,Ash,C,Bolt-On,Maple,Maple,True,Floyd Rose,"Floyd Rose 1000, with 34 mm Block","25.5""",Solar C Shape,XL Jumbo,"13.78""",True,Locking,43mm (1.693''),3 Way,Dome,1.0,1.0,Duncan Solar/Bridge (Humbucker / Passive),Duncan Solar Dual Rail (Humbucker / Passive),,True,True,True,False,True,False,792.54,24,Passive-Passive
Harley Benton,2020.0,HH,6.0,Indonesia,Solid Body,Super Strat,Mahogany,C,Neck-Through,Ebony,Mahogany,True,Fixed,WSC HPS-6 Custom hardtail,"25.5""",Harley Benton Slim Modern C,Jumbo,"14""",True,Ivory Tusq,42mm (1.654''),3 Way,Dome,1.0,1.0,EMG Retro Active Hot 70 (Humbucker / Active),EMG Retro Active Hot 70 (Humbucker / Active),,True,True,False,False,True,False,473.28,24,Active-Active
Harley Benton,2020.0,HH,6.0,Indonesia,Solid Body,Super Strat,Mahogany,C,Neck-Through,Ebony,Mahogany,True,Fixed,WSC HPS-6 Custom hardtail,"27""",Harley Benton Slim Modern C,Jumbo,"14""",True,Ivory Tusq,42mm (1.654''),3 Way,Dome,1.0,1.0,EMG Retro Active Hot 70 (Humbucker / Active),EMG Retro Active Hot 70 (Humbucker / Active),,True,True,False,False,True,False,328.44,24,Active-Active
Fender,2021.0,SSS,6.0,United States,Solid Body,Stratocaster,Ash,D,Bolt-On,Maple,Maple,True,Tremolo,2-Point Deluxe Synchronized Tremolo with Pop-In Arm,"25.5""",Augmented “D”,Medium Jumbo,"10"" to 14""",True,Ivory Tusq,43mm (1.693''),5 Way,Bell,1.0,2.0,Fender Ultra Noiseless Vintage Strat (Single Coil / Passive),Fender Ultra Noiseless Vintage Strat (Single Coil / Passive),Fender Ultra Noiseless Vintage Strat (Single Coil / Passive),True,True,True,False,False,True,2083.932,22,Passive-Passive-Passive
Fender,2021.0,HH,6.0,United States,Solid Body,Telecaster,Alder,D,Bolt-On,Maple,Maple,False,Floyd Rose,Floyd Rose Original Double-Locking 2-Point Tremolo,"25.5""",Augmented “D”,Medium Jumbo,"10"" to 14""",True,Locking,42.8mm (1.685''),3 Way,Dome,1.0,1.0,Fender Custom Double Tap Humbucking (Humbucker / Passive),Fender Custom Double Tap Humbucking (Humbucker / Passive),,True,True,True,False,False,True,2396.12,22,Passive-Passive
ESP LTD,2022.0,HH,6.0,Indonesia,Solid Body,V,Mahogany,U,Neck-Through,Ebony,Maple,True,Fixed,Recessed Tonepros Locking TOM w/ String Thru,"25.5""",Extra Thin U,XL Jumbo,"12"" to 16""",True,Plastic,42mm (1.654''),3 Way,Dome,1.0,0.0,Fishman Fluence Modern Ceramic (Humbucker / Active),Fishman Fluence Modern Alnico (Humbucker / Active),,True,True,False,False,False,True,1234.1933333333334,24,Active-Active
Ibanez,2019.0,HHH,6.0,Japan,Solid Body,Super Strat,Alder,C,Bolt-On,Maple,Maple,False,Tremolo,Wilkinson-Gotoh VSVG tremolo,"25.5""",ATZ,Jumbo,"12""",True,Bone,40.5mm (1.594''),5 Way,Bell,1.0,2.0,DiMarzio The Cruiser (Humbucker / Passive),DiMarzio The Cruiser (Humbucker / Passive),DiMarzio The Cruiser (Humbucker / Passive),True,True,True,False,False,False,2211.025,22,Passive-Passive-Passive
Schecter,2021.0,HH,6.0,South Korea,Solid Body,Super Strat,Mahogany,C,Set,Ebony,Mahogany,True,Fixed,TonePros T3BT TOM w/ String Thru Body,"25.5""",Thin C,XL Jumbo,"12"" to 16""",True,Black Tusq XL,42mm (1.654''),3 Way,Dome,1.0,1.0,Lundgren M6 (Humbucker / Passive),Lundgren M6 (Humbucker / Passive),,True,True,False,False,False,True,1258.21,24,Passive-Passive
Ibanez,2020.0,HSS,6.0,Indonesia,Solid Body,Super Strat,Basswood,C,Bolt-On,Maple,Maple,False,Tremolo,Gotoh T1502 tremolo,"25.5""",AZ Oval C,Jumbo,"12""",True,Ivory Tusq,42mm (1.654''),5 Way,Bell,1.0,1.0,Seymour Duncan Hyperion (Humbucker / Passive),Seymour Duncan Hyperion (Humbucker / Passive),Seymour Duncan Hyperion (Humbucker / Passive),True,True,True,False,True,False,1073.25,22,Passive-Passive-Passive
Ibanez,2020.0,HSS,6.0,Indonesia,Solid Body,Super Strat,Basswood,C,Bolt-On,Maple,Maple,False,Tremolo,Gotoh T1502 tremolo,"25.5""",AZ Oval C,Jumbo,"12""",True,Ivory Tusq,42mm (1.654''),5 Way,Speed,1.0,1.0,Seymour Duncan Hyperion (Humbucker / Passive),Seymour Duncan Hyperion (Humbucker / Passive),Seymour Duncan Hyperion (Humbucker / Passive),True,True,True,False,True,False,1021.8175,22,Passive-Passive-Passive
Ibanez,2020.0,HSS,6.0,Indonesia,Solid Body,Super Strat,Basswood,C,Bolt-On,Maple,Maple,False,Tremolo,Gotoh T1502 tremolo,"25.5""",AZ Oval C,Jumbo,"12""",True,Ivory Tusq,42mm (1.654''),5 Way,Speed,1.0,1.0,Seymour Duncan Hyperion (Humbucker / Passive),Seymour Duncan Hyperion (Humbucker / Passive),Seymour Duncan Hyperion (Humbucker / Passive),True,True,True,False,True,False,1083.9633333333334,22,Passive-Passive-Passive
Ibanez,2020.0,HH,6.0,Indonesia,Solid Body,Super Strat,Basswood,C,Bolt-On,Maple,Maple,False,Tremolo,Gotoh T1502 tremolo,"25.5""",AZ Oval C,Jumbo,"12""",True,Ivory Tusq,42mm (1.654''),5 Way,Speed,1.0,1.0,Seymour Duncan Hyperion (Humbucker / Passive),Seymour Duncan Hyperion (Humbucker / Passive),,True,True,True,False,True,False,1149.4133333333332,24,Passive-Passive
Ibanez,2022.0,HH,7.0,Indonesia,Solid Body,Super Strat,Basswood,C,Bolt-On,Rosewood,Maple,True,Tremolo,Gotoh T1572S,"25.5""",AZ7 Oval C,Jumbo,"12""",True,Ivory Tusq,47mm (1.85''),5 Way,Speed,1.0,1.0,Seymour Duncan Hyperion 7 (Humbucker / Passive),Seymour Duncan Hyperion 7 (Humbucker / Passive),,True,True,True,False,True,False,1360.06,24,Passive-Passive
Ibanez,2022.0,HSH,6.0,Indonesia,Solid Body,Super Strat,Basswood,C,Bolt-On,Ebony,Maple,True,Tremolo,Gotoh T1502,"25.5""",AZ Oval C,Jumbo,"12""",True,Ivory Tusq,42mm (1.654''),5 Way,Speed,1.0,1.0,DiMarzio The Tone Zone (Humbucker / Passive),DiMarzio Air Norton (Humbucker / Passive),DiMarzio True Velvet (Single Coil / Passive),True,True,True,False,True,False,1311.35,24,Passive-Passive-Passive
Ibanez,2021.0,SH,6.0,Japan,Solid Body,Telecaster,Alder,C,Bolt-On,Maple,Maple,False,Tremolo,Gotoh T1802 Tremolo,"25.5""",AZ Oval C,Jumbo,"12""",True,Bone,42mm (1.654''),3 Way,Dome,1.0,1.0,Seymour Duncan Alnico II Pro Custom (Single Coil / Passive),Seymour Duncan Magic Touch-mini (Humbucker / Passive),,True,True,True,False,True,False,1711.82,22,Passive-Passive
Ibanez,2021.0,SH,6.0,Japan,Solid Body,Telecaster,Ash,C,Bolt-On,Maple,Maple,True,Fixed,Gotoh F1803,"25.5""",AZ Oval C,Jumbo,"12""",True,Bone,42mm (1.654''),3 Way,Dome,1.0,1.0,Seymour Duncan Alnico II Pro Custom (Single Coil / Passive),Seymour Duncan Magic Touch-mini (Humbucker / Passive),,True,True,False,False,True,False,1795.4779999999998,22,Passive-Passive
Schecter,2017.0,HH,6.0,South Korea,Solid Body,Super Strat,Ash,C,Set,Ebony,Maple,True,Fixed,Hipshot Hardtail (.125) w/ String Thru Body,"25.5""",Thin C,XL Jumbo,"12"" to 16""",True,Black Tusq XL,42mm (1.654''),3 Way,Dome,2.0,1.0,Schecter USA Apocalypse-VI (Humbucker / Passive),Schecter USA Apocalypse-VI (Humbucker / Passive),,True,True,False,False,True,True,1188.105,24,Passive-Passive
Schecter,2021.0,HH,6.0,South Korea,Solid Body,Super Strat,Mahogany,C,Set,Ebony,Mahogany,True,Fixed,TonePros T3BT TOM w/ String Thru Body,"25.5""",Thin C,XL Jumbo,"12"" to 16""",True,Black Tusq XL,42mm (1.654''),3 Way,Dome,2.0,1.0,Lundgren M6 (Humbucker / Passive),Lundgren M6 (Humbucker / Passive),,True,True,False,False,False,True,953.415,24,Passive-Passive
Schecter,2019.0,HH,6.0,South Korea,Solid Body,Super Strat,Ash,C,Set,Ebony,Maple,True,Fixed,Hipshot Hardtail (.125) w/ String Thru Body,"27""",Thin C,XL Jumbo,"12"" to 16""",True,Black Tusq XL,42mm (1.654''),3 Way,Dome,2.0,1.0,Schecter USA Apocalypse-VI (Humbucker / Passive),Schecter USA Apocalypse-VI (Humbucker / Passive),,True,True,False,False,True,True,1090.486666666667,24,Passive-Passive
Schecter,2018.0,HH,7.0,South Korea,Solid Body,Super Strat,Ash,C,Neck-Through,Ebony,Maple,True,Fixed,Hipshot Hardtail (.125) w/ String Thru Body,"27"" to 25.5""",Ultra Thin C,XL Jumbo,"20""",True,Graphite,48mm (1.89''),3 Way,Dome,1.0,1.0,Fishman Fluence Modern Ceramic (Humbucker / Active),Fishman Fluence Modern Alnico (Humbucker / Active),,True,True,False,False,False,False,1422.69,24,Active-Active
